item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDA27,20.35,Regular,0.030505652,Dairy,253.9672,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.028783,Food,14
FDJ12,8.895,Regular,0.0383567,Baking Goods,208.8296,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.594334,Food,14
FDT03,21.25,Low Fat,0.009989433,Meat,181.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.0053945,Food,4
FDF50,4.905,Low Fat,0.11092237,Canned,195.7768,OUT035,2004,Small,Tier 2,Supermarket Type1,7.991644,Food,9
FDC51,10.895,Regular,0.009595194,Dairy,124.173,OUT045,2002,Small,Tier 2,Supermarket Type1,7.378539,Food,11
NCL55,12.15,Low Fat,0.10724999,Others,254.604,OUT019,1985,Small,Tier 1,Grocery Store,6.6320176,Non-Consumables,28
FDZ23,17.75,Regular,0.065310135,Baking Goods,185.224,OUT035,2004,Small,Tier 2,Supermarket Type1,8.754384,Food,9
FDW24,6.8,Low Fat,0.036884423,Baking Goods,50.2034,OUT045,2002,Small,Tier 2,Supermarket Type1,7.061747,Food,11
FDH21,10.395,Low Fat,0.0307417,Seafood,156.9604,OUT035,2004,Small,Tier 2,Supermarket Type1,8.4328,Food,9
NCQ41,14.8,Low Fat,0.03208588,Health and Hygiene,193.5794,OUT010,1998,Small,Tier 3,Grocery Store,5.9665537,Non-Consumables,15
FDH48,13.5,Low Fat,0.045867596,Baking Goods,84.554,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.6579933,Food,4
FDX11,16.0,Regular,0.10141143,Baking Goods,183.6634,OUT035,2004,Small,Tier 2,Supermarket Type1,7.841763,Food,9
FDK33,17.85,Low Fat,0.011163357,Snack Foods,211.956,OUT013,1987,High,Tier 3,Supermarket Type1,8.406077,Food,26
FDV36,18.7,Low Fat,0.026014028,Baking Goods,127.102,OUT045,2002,Small,Tier 2,Supermarket Type1,8.098354,Food,11
NCW41,18.0,Low Fat,0.015363092,Health and Hygiene,159.3604,OUT045,2002,Small,Tier 2,Supermarket Type1,7.630454,Non-Consumables,11
FDU32,8.785,Low Fat,0.044462677,Fruits and Vegetables,120.8414,OUT019,1985,Small,Tier 1,Grocery Store,6.7486305,Food,28
FDE36,5.26,Regular,0.041004796,Baking Goods,162.7868,OUT045,2002,Small,Tier 2,Supermarket Type1,8.356662,Food,11
FDO27,6.175,Regular,0.13391016,Meat,94.9752,OUT045,2002,Small,Tier 2,Supermarket Type1,7.335636,Food,11
FDW27,5.86,Regular,0.14076947,Meat,156.6314,OUT045,2002,Small,Tier 2,Supermarket Type1,8.088795,Food,11
FDJ48,11.3,Low Fat,0.05464114,Baking Goods,246.9118,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.64493,Food,28
FDR11,10.5,Regular,0.13314848,Breads,161.1578,OUT013,1987,High,Tier 3,Supermarket Type1,7.4759264,Food,26
FDV07,9.5,Low Fat,0.030927163,Fruits and Vegetables,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.9240975,Food,4
FDO50,16.25,Low Fat,0.07491284,Canned,93.0804,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.9862237,Food,28
FDN04,11.8,Regular,0.014067329,Frozen Foods,178.2344,OUT017,2007,Small,Tier 2,Supermarket Type1,7.95681,Food,6
FDZ08,12.5,Regular,0.10455409,Fruits and Vegetables,81.8592,OUT045,2002,Small,Tier 2,Supermarket Type1,7.121566,Food,11
FDD05,19.35,Low Fat,0.016541574,Frozen Foods,119.3098,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.5643196,Food,4
FDV60,20.2,Regular,0.110950015,Baking Goods,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,7.9192667,Food,9
NCG30,20.2,Low Fat,0.10636498,Household,123.5046,OUT013,1987,High,Tier 3,Supermarket Type1,7.9153852,Non-Consumables,26
FDX37,16.2,Low Fat,0.06083553,Canned,100.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.535695,Food,28
FDW24,6.8,Low Fat,0.03686732,Baking Goods,49.6034,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.8794255,Food,14
DRM48,15.2,Low Fat,0.10647486,Soft Drinks,39.1848,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.326636,Drinks,28
FDF46,7.07,Low Fat,0.089125246,Snack Foods,116.7834,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.507726,Food,28
NCY54,8.43,Low Fat,0.16353047,Household,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,8.194585,Non-Consumables,9
FDS35,9.3,Low Fat,0.106024966,Breads,64.6826,OUT017,2007,Small,Tier 2,Supermarket Type1,6.6528516,Food,6
FDB04,11.35,Regular,0.06129672,Dairy,88.3856,OUT035,2004,Small,Tier 2,Supermarket Type1,7.1840863,Food,9
NCK05,20.1,Low Fat,0.07500762,Health and Hygiene,59.3536,OUT017,2007,Small,Tier 2,Supermarket Type1,6.823073,Non-Consumables,6
FDT46,11.35,Low Fat,0.050279368,Snack Foods,49.0008,OUT010,1998,Small,Tier 3,Grocery Store,4.6171145,Food,15
FDP52,18.7,Regular,0.06798514,Frozen Foods,228.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.902514,Food,28
NCR17,9.8,Low Fat,0.02422542,Health and Hygiene,117.5492,OUT017,2007,Small,Tier 2,Supermarket Type1,7.237196,Non-Consumables,6
NCN54,20.35,Low Fat,0.02122035,Household,76.3328,OUT017,2007,Small,Tier 2,Supermarket Type1,7.1800375,Non-Consumables,6
FDX12,18.2,Regular,0.025725791,Baking Goods,241.2196,OUT035,2004,Small,Tier 2,Supermarket Type1,8.780715,Food,9
DRL23,18.35,Low Fat,0.015185532,Hard Drinks,105.2938,OUT035,2004,Small,Tier 2,Supermarket Type1,7.619077,Drinks,9
DRN47,12.1,Low Fat,0.016096747,Hard Drinks,179.866,OUT045,2002,Small,Tier 2,Supermarket Type1,8.187388,Drinks,11
FDM25,10.695,Regular,0.058849167,Breakfast,174.0712,OUT013,1987,High,Tier 3,Supermarket Type1,7.8082404,Food,26
FDF52,9.3,Low Fat,0.06434465,Frozen Foods,184.2292,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.425238,Food,28
FDU21,11.8,Regular,0.0740643,Snack Foods,33.1558,OUT045,2002,Small,Tier 2,Supermarket Type1,6.2976484,Food,11
FDI15,13.8,Low Fat,0.1329143,Dairy,263.5884,OUT017,2007,Small,Tier 2,Supermarket Type1,7.776911,Food,6
FDJ09,15.0,Low Fat,0.056978174,Snack Foods,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.2976484,Food,4
FDW03,5.63,Regular,0.024244979,Meat,105.1306,OUT046,1997,Small,Tier 1,Supermarket Type1,8.050677,Food,16
FDA07,7.55,Regular,0.030522158,Fruits and Vegetables,124.3072,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.8992124,Food,14
FDU39,18.85,Low Fat,0.03560051,Meat,57.3562,OUT017,2007,Small,Tier 2,Supermarket Type1,6.915084,Food,6
FDI60,7.22,Regular,0.03768004,Baking Goods,61.951,OUT045,2002,Small,Tier 2,Supermarket Type1,7.325165,Food,11
FDK33,17.85,Low Fat,0.011195135,Snack Foods,211.656,OUT045,2002,Small,Tier 2,Supermarket Type1,7.846462,Food,11
FDN01,8.895,Low Fat,0.07000294,Breakfast,177.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.168696,Food,14
FDV38,19.25,Low Fat,0.09684459,Dairy,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,5.0985656,Food,26
NCV06,11.3,Low Fat,0.06450025,Household,194.2478,OUT013,1987,High,Tier 3,Supermarket Type1,7.905615,Non-Consumables,26
FDQ34,10.85,Low Fat,0.15035143,Snack Foods,107.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,6.964723,Food,16
DRK37,5.0,Low Fat,0.032436747,Soft Drinks,189.853,OUT045,2002,Small,Tier 2,Supermarket Type1,8.503819,Drinks,11
NCY53,20.0,Low Fat,0.04577824,Health and Hygiene,110.2544,OUT013,1987,High,Tier 3,Supermarket Type1,7.2821474,Non-Consumables,26
FDD53,16.2,Low Fat,0.043067485,Frozen Foods,43.7454,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.5089574,Food,28
FDV49,10.0,Low Fat,0.025538452,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.467542,Food,14
FDY36,12.3,Low Fat,0.016342351,Baking Goods,74.338,OUT019,1985,Small,Tier 1,Grocery Store,4.9868617,Food,28
FDH34,8.63,Low Fat,0.030621583,Snack Foods,185.7582,OUT046,1997,Small,Tier 1,Supermarket Type1,8.168885,Food,16
NCD07,9.1,Low Fat,0.02734702,Household,115.4518,OUT017,2007,Small,Tier 2,Supermarket Type1,7.77942,Non-Consumables,6
FDB51,6.92,Low Fat,0.037702322,Dairy,62.5852,OUT013,1987,High,Tier 3,Supermarket Type1,6.082439,Food,26
NCH42,6.86,Low Fat,0.059358865,Household,228.401,OUT010,1998,Small,Tier 3,Grocery Store,5.4367785,Non-Consumables,15
NCI31,20.0,Low Fat,0.07817491,Others,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,6.085474,Non-Consumables,9
FDL56,14.1,Low Fat,0.118455544,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,Supermarket Type1,7.835727,Food,9
FDG29,17.6,Low Fat,0.055065982,Frozen Foods,41.7454,OUT017,2007,Small,Tier 2,Supermarket Type1,5.3458066,Food,6
FDJ45,17.75,Low Fat,0.07111965,Seafood,35.1216,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.0293846,Food,4
FDJ38,8.6,Regular,0.03963693,Canned,191.653,OUT017,2007,Small,Tier 2,Supermarket Type1,8.241455,Food,6
NCO05,7.27,Low Fat,0.045689277,Health and Hygiene,100.4384,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.586179,Non-Consumables,4
FDW24,6.8,Low Fat,0.06087153,Baking Goods,50.4034,OUT010,1998,Small,Tier 3,Grocery Store,3.8836935,Food,15
FDN34,15.6,Regular,0.044536013,Snack Foods,170.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.497864,Food,28
FDH46,6.935,Regular,0.04051456,Snack Foods,103.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.709628,Food,14
FDW39,6.69,Regular,0.03623879,Meat,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,7.118874,Food,9
DRK59,8.895,Low Fat,0.07239922,Hard Drinks,233.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.401304,Drinks,28
FDU25,12.35,Low Fat,0.026384229,Canned,57.4246,OUT045,2002,Small,Tier 2,Supermarket Type1,6.6981993,Food,11
FDC44,15.6,Low Fat,0.15909834,Fruits and Vegetables,115.1518,OUT013,1987,High,Tier 3,Supermarket Type1,6.526657,Food,26
FDG17,6.865,Regular,0.03504533,Frozen Foods,246.2486,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.995104,Food,28
FDI45,13.1,Low Fat,0.036892276,Fruits and Vegetables,175.5054,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8044453,Food,16
FDK08,9.195,Regular,0.115293674,Fruits and Vegetables,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,7.3897033,Food,26
FDW36,11.15,Low Fat,0.055360794,Baking Goods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,6.048433,Food,9
FDL39,16.1,Regular,0.061395504,Dairy,180.9318,OUT035,2004,Small,Tier 2,Supermarket Type1,7.593248,Food,9
FDS13,6.465,Low Fat,0.11725179,Canned,266.1884,OUT013,1987,High,Tier 3,Supermarket Type1,8.575418,Food,26
FDO57,20.75,Low Fat,0.10334975,Snack Foods,161.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.7711782,Food,14
FDS37,7.655,Low Fat,0.031620327,Canned,115.7492,OUT017,2007,Small,Tier 2,Supermarket Type1,7.843332,Food,6
FDV26,20.25,Regular,0.07334067,Dairy,193.5794,OUT013,1987,High,Tier 3,Supermarket Type1,7.5759916,Food,26
FDJ22,18.75,Low Fat,0.051421266,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1,7.8211436,Food,26
FDC16,11.5,Regular,0.020392444,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.945675,Food,14
NCH42,6.86,Low Fat,0.035714947,Household,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.933286,Non-Consumables,28
FDD46,6.035,Low Fat,0.13152987,Snack Foods,154.7998,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.126695,Food,28
FDT25,7.5,Low Fat,0.04949599,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,7.51622,Food,9
FDR34,17.0,Regular,0.015871074,Snack Foods,229.1352,OUT045,2002,Small,Tier 2,Supermarket Type1,8.429608,Food,11
FDQ10,12.85,Low Fat,0.032485154,Snack Foods,170.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.517358,Food,28
DRI03,6.03,Low Fat,0.022449799,Dairy,177.9028,OUT046,1997,Small,Tier 1,Supermarket Type1,8.472568,Drinks,16
FDB58,10.5,Regular,0.01334171,Snack Foods,143.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.480886,Food,28
FDQ03,15.0,Regular,0.07152299,Meat,235.6248,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.5476065,Food,14
DRD27,18.75,Low Fat,0.023596387,Dairy,97.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.7326746,Drinks,14
FDK33,17.85,Low Fat,0.011217862,Snack Foods,213.756,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.134144,Food,4
DRL23,18.35,Low Fat,0.015211817,Hard Drinks,107.5938,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.5078516,Drinks,14
FDW32,18.35,Regular,0.09028673,Fruits and Vegetables,87.1882,OUT045,2002,Small,Tier 2,Supermarket Type1,6.244806,Food,11
NCL05,19.6,Low Fat,0.04678593,Health and Hygiene,44.677,OUT046,1997,Small,Tier 1,Supermarket Type1,5.153916,Non-Consumables,16
DRB01,7.39,Low Fat,0.07866435,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.3443356,Drinks,28
NCL06,14.65,Low Fat,0.06972454,Household,260.9594,OUT045,2002,Small,Tier 2,Supermarket Type1,7.964939,Non-Consumables,11
FDH10,21.0,Low Fat,0.04831944,Snack Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.0583167,Food,4
NCO14,9.6,Low Fat,0.029375823,Household,45.2086,OUT017,2007,Small,Tier 2,Supermarket Type1,6.5059767,Non-Consumables,6
FDV03,17.6,Low Fat,0.05655195,Meat,154.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.7523227,Food,14
FDW52,14.0,Regular,0.037040245,Frozen Foods,166.4526,OUT017,2007,Small,Tier 2,Supermarket Type1,8.469918,Food,6
NCZ30,6.59,Low Fat,0.02464989,Household,119.1098,OUT017,2007,Small,Tier 2,Supermarket Type1,6.8711724,Non-Consumables,6
FDY35,17.6,Regular,0.026473517,Breads,47.8402,OUT010,1998,Small,Tier 3,Grocery Store,4.520488,Food,15
FDN31,11.5,Low Fat,0.07034805,Fruits and Vegetables,191.353,OUT046,1997,Small,Tier 1,Supermarket Type1,7.73063,Food,16
FDX31,20.35,Regular,0.0147140175,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8519154,Food,9
NCJ05,18.7,Low Fat,0.04512625,Health and Hygiene,152.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.4248514,Non-Consumables,14
FDN56,5.46,Regular,0.10225216,Fruits and Vegetables,143.8786,OUT017,2007,Small,Tier 2,Supermarket Type1,8.374329,Food,6
FDZ04,9.31,Low Fat,0.037309375,Frozen Foods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.7120605,Food,14
FDJ44,12.3,Regular,0.10102758,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,7.3588033,Food,9
FDI08,18.2,Regular,0.064543575,Fruits and Vegetables,248.1092,OUT017,2007,Small,Tier 2,Supermarket Type1,8.350703,Food,6
FDB59,18.25,Low Fat,0.015224653,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.5929127,Food,4
FDY15,18.25,Regular,0.15800709,Dairy,156.463,OUT045,2002,Small,Tier 2,Supermarket Type1,6.844579,Food,11
NCZ18,7.825,Low Fat,0.28200155,Household,252.7698,OUT019,1985,Small,Tier 1,Grocery Store,6.634646,Non-Consumables,28
DRO47,10.195,Low Fat,0.10693279,Hard Drinks,114.486,OUT017,2007,Small,Tier 2,Supermarket Type1,7.820075,Drinks,6
FDW21,5.34,Regular,0.0059450464,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,Supermarket Type1,7.606246,Food,9
FDZ14,7.71,Regular,0.046271034,Dairy,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.293748,Food,28
FDM09,11.15,Regular,0.08259866,Snack Foods,167.879,OUT045,2002,Small,Tier 2,Supermarket Type1,7.967711,Food,11
FDK43,9.8,Low Fat,0.02652751,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.018312,Food,14
FDE45,12.1,Low Fat,0.039722234,Fruits and Vegetables,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.621933,Food,4
FDR35,12.5,Low Fat,0.020388234,Breads,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.10034,Food,28
FDT58,9.0,Low Fat,0.082076155,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.167186,Food,28
FDS57,15.5,Low Fat,0.09503478,Snack Foods,141.547,OUT017,2007,Small,Tier 2,Supermarket Type1,8.008394,Food,6
FDF10,15.5,Regular,0.11136622,Snack Foods,147.2418,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.1886215,Food,4
FDP03,5.15,Regular,0.0974877,Meat,122.1388,OUT010,1998,Small,Tier 3,Grocery Store,6.205275,Food,15
FDT04,17.25,Low Fat,0.06239764,Frozen Foods,37.5822,OUT010,1998,Small,Tier 3,Grocery Store,5.2802095,Food,15
NCW53,18.35,Low Fat,0.030014718,Health and Hygiene,191.3162,OUT013,1987,High,Tier 3,Supermarket Type1,7.2055707,Non-Consumables,26
FDA39,6.32,Low Fat,0.021063827,Meat,38.5822,OUT010,1998,Small,Tier 3,Grocery Store,4.363919,Food,15
NCH29,5.51,Low Fat,0.033886593,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8795037,Non-Consumables,9
FDU02,13.35,Low Fat,0.097779304,Dairy,228.8352,OUT045,2002,Small,Tier 2,Supermarket Type1,8.56937,Food,11
FDN13,18.6,Low Fat,0.23604749,Breakfast,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,5.996808,Food,28
FDX56,17.1,Regular,0.121924296,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,5.333027,Food,28
FDT11,5.94,Regular,0.028811077,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.17958,Food,28
NCC18,19.1,Low Fat,0.16246876,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.6349688,Non-Consumables,28
FDA32,14.0,Low Fat,0.049143918,Fruits and Vegetables,214.7192,OUT010,1998,Small,Tier 3,Grocery Store,6.760272,Food,15
FDU39,18.85,Low Fat,0.03554546,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.6468196,Food,4
FDV27,7.97,Regular,0.0676749,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,5.17673,Food,28
NCW53,18.35,Low Fat,0.030099358,Health and Hygiene,190.6162,OUT045,2002,Small,Tier 2,Supermarket Type1,8.092875,Non-Consumables,11
NCZ42,10.5,Low Fat,0.011215407,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,8.603659,Non-Consumables,26
FDO46,9.6,Regular,0.011773609,Snack Foods,191.0872,OUT017,2007,Small,Tier 2,Supermarket Type1,8.377703,Food,6
FDQ57,7.275,Low Fat,0.027432567,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.122355,Food,28
FDZ36,6.035,Regular,0.06396188,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.625919,Food,4
FDK38,6.65,Low Fat,0.052124597,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.178459,Food,4
FDU51,20.2,Regular,0.091709435,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.434827,Food,28
FDS14,7.285,Low Fat,0.048716165,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,7.359651,Food,26
FDQ40,11.1,Regular,0.035447773,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.002397,Food,14
FDE20,11.35,Regular,0.0055238293,Fruits and Vegetables,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.3125515,Food,14
FDH58,12.3,Low Fat,0.036273755,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,8.042362,Food,16
NCK53,11.6,Low Fat,0.037097134,Health and Hygiene,99.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7326746,Non-Consumables,6
FDJ44,12.3,Regular,0.101589225,Fruits and Vegetables,173.7396,OUT017,2007,Small,Tier 2,Supermarket Type1,8.206101,Food,6
FDN22,18.85,Regular,0.12978703,Snack Foods,252.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,8.093078,Food,11
FDH56,9.8,Regular,0.062107917,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.3913465,Food,4
FDK48,7.445,Low Fat,0.037014958,Baking Goods,74.7354,OUT045,2002,Small,Tier 2,Supermarket Type1,7.028672,Food,11
FDQ40,11.1,Regular,0.035387132,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,7.65409,Food,9
FDH10,21.0,Low Fat,0.048119165,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,6.875995,Food,9
FDM21,20.2,Low Fat,0.06250014,Snack Foods,259.2646,OUT045,2002,Small,Tier 2,Supermarket Type1,8.036566,Food,11
FDX12,18.2,Regular,0.025782112,Baking Goods,239.2196,OUT045,2002,Small,Tier 2,Supermarket Type1,8.049828,Food,11
FDM51,11.8,Regular,0.025574807,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,7.6194043,Food,26
FDG09,20.6,Regular,0.07717909,Fruits and Vegetables,188.9556,OUT010,1998,Small,Tier 3,Grocery Store,6.3337536,Food,15
DRD37,9.8,Low Fat,0.0137354545,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,7.173934,Drinks,26
FDN21,18.6,Low Fat,0.07404534,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,6.180784,Food,16
NCQ06,13.0,Low Fat,0.040973525,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,7.939164,Non-Consumables,16
FDV52,20.7,Regular,0.11468555,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,6.9666085,Food,16
FDC10,9.8,Regular,0.07072861,Snack Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,7.189626,Food,6
FDX51,9.5,Regular,0.02181487,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,8.412308,Food,9
NCD54,21.1,Low Fat,0.028639978,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.9688635,Non-Consumables,14
NCK18,9.6,Low Fat,0.00664355,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.242157,Non-Consumables,28
FDZ01,8.975,Regular,0.009016361,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,7.814713,Food,9
FDT48,4.92,Low Fat,0.044930372,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,7.688223,Food,16
FDB40,17.5,Regular,0.0075232363,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.547255,Food,14
NCC07,19.6,Low Fat,0.02355554,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.023125,Non-Consumables,28
FDT52,9.695,Regular,0.04640954,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.066266,Food,14
FDK09,15.2,Low Fat,0.14899372,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,6.82017,Food,28
NCQ30,7.725,Low Fat,0.04751415,Household,123.7414,OUT010,1998,Small,Tier 3,Grocery Store,4.80272,Non-Consumables,15
FDZ60,20.5,Low Fat,0.18978292,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,5.3739777,Food,28
NCK18,9.6,Low Fat,0.006670234,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,7.9970345,Non-Consumables,26
FDV11,9.1,Regular,0.12812506,Breads,173.4054,OUT010,1998,Small,Tier 3,Grocery Store,6.774826,Food,15
FDR25,17.0,Regular,0.13130113,Canned,265.6884,OUT017,2007,Small,Tier 2,Supermarket Type1,7.8822713,Food,6
FDB26,14.0,Regular,0.03085011,Canned,52.364,OUT045,2002,Small,Tier 2,Supermarket Type1,6.614318,Food,11
DRD01,12.1,Regular,0.059703317,Soft Drinks,55.8614,OUT017,2007,Small,Tier 2,Supermarket Type1,7.270171,Drinks,6
FDG32,19.85,Low Fat,0.16296121,Fruits and Vegetables,221.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,8.176964,Food,6
FDY49,17.2,Regular,0.011938255,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,7.939876,Food,9
FDD26,8.71,Regular,0.069658354,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,7.9289055,Food,9
FDC22,6.89,Regular,0.12837927,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.902172,Food,4
DRD27,18.75,Low Fat,0.02242907,Dairy,97.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,7.4303937,Drinks,11
FDA44,19.7,Low Fat,0.051609974,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.4698725,Food,28
FDW01,14.5,Low Fat,0.05825957,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,7.329541,Food,26
FDV32,7.785,Low Fat,0.14437471,Fruits and Vegetables,64.151,OUT019,1985,Small,Tier 1,Grocery Store,5.756549,Food,28
FDK32,16.25,Regular,0.047587924,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.523463,Food,28
NCA05,20.75,Low Fat,0.02383037,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,Supermarket Type1,7.996138,Non-Consumables,26
FDR10,17.6,Low Fat,0.009981557,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,7.4882975,Food,26
FDL22,16.85,Low Fat,0.035737053,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,6.9907956,Food,9
FDD10,20.6,Regular,0.042979106,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,8.179954,Food,9
FDW25,5.175,Low Fat,0.03668657,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,5.5438766,Food,26
